time,output0.12085533142089844,29.00
1.1266529560089111,29.00
2.123932361602783,29.00
3.121227741241455,29.00
4.118269681930542,29.00
5.126239538192749,29.00
6.123564720153809,29.00
7.121313095092773,29.25
8.131491899490356,29.25
9.126153707504272,29.25
10.128036975860596,29.25
11.133733034133911,29.25
12.132880687713623,29.25
13.132055282592773,29.25
14.135865688323975,29.25
15.13489556312561,29.25
16.130860090255737,27.25
17.13829016685486,25.00
18.136276483535767,24.75
19.130204916000366,24.25
20.133453130722046,24.25
22.13428497314453,23.75
23.131420850753784,24.00
24.14198398590088,23.75
25.140259981155396,23.75
26.134227514266968,23.50
27.14421272277832,23.50
28.142505168914795,23.50
30.142949104309082,23.50
31.14429545402527,23.25
33.138836145401,23.25
34.147947549819946,23.25
35.146591901779175,23.25
36.13984394073486,23.25
37.15077018737793,23.25
